MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.575,18,3.556626506,1.1397590361,838,2.0192771084,37.41,-122.09,2.74
3.5179,22,3.1680851064,0.9276595745,662,1.4085106383,37.4,-122.09,1.972
3.4375,17,4.1555555556,1.0222222222,412,2.2888888889,37.4,-122.09,2.906
3.8003,23,4.1908856406,1.0756663801,2699,2.32072227,37.42,-122.09,2.298
3.4198,27,3.4480431849,1.0789473684,2764,1.8650472335,37.41,-122.11,3.519
3.2875,26,3.3381742739,1.0591286307,2087,2.1649377593,37.4,-122.09,1.827
3.4868,27,3.1399631676,1.0644567219,2314,2.1307550645,37.4,-122.1,1.656
4.3077,23,3.4683794466,1.0039525692,1374,2.7154150198,37.4,-122.1,2.935
3.9091,19,3.5573770492,0.9442622951,1009,3.3081967213,37.4,-122.1,2.76
4.1875,16,4.2245762712,1.0360169492,1173,2.4851694915,37.4,-122.11,2.664
4.6591,15,3.4459459459,0.8513513514,138,1.8648648649,37.4,-122.11,1.75
3.1736,23,2.4951456311,1.0194174757,367,1.7815533981,37.4,-122.1,1.813
2.5208,52,3.9081632653,1.0357142857,448,2.2857142857,37.4,-122.08,3.167
3.7318,43,4.13,1.07,1029,2.058,37.39,-122.09,3.277
3.725,30,3.330754352,0.9477756286,1057,2.0444874275,37.39,-122.09,2.613
3.6742,24,3.7154850746,1.0503731343,2645,2.4673507463,37.4,-122.09,2.75
2.8438,44,3.745,1.075,848,2.12,37.39,-122.08,3.071
3.2083,46,4.4959677419,1,543,2.189516129,37.39,-122.08,3.343
4.8036,4,3.9246575342,1.0359589041,1050,1.7979452055,37.39,-122.08,3.4
3.5045,30,3.7919463087,1.0738255034,932,2.0850111857,37.39,-122.07,3.525
5.0131,37,4.6947791165,0.9598393574,589,2.3654618474,37.39,-122.07,3.303
4.5644,26,4.4788732394,1.0774647887,562,1.9788732394,37.38,-122.07,2.802
4.5833,39,4.9111111111,1.0733333333,1023,2.2733333333,37.39,-122.08,3.424
3.5909,31,3.6986754967,1.0066225166,591,1.9569536424,37.39,-122.1,3.531
5.0871,36,5.0819672131,1.0027322404,794,2.1693989071,37.39,-122.1,3.545
2.7279,34,3.4040632054,1.0902934537,774,1.7471783296,37.39,-122.09,3.656
5.5385,36,5.0487804878,0.956097561,475,2.3170731707,37.39,-122.09,3.59
6.2884,34,5.487394958,0.9579831933,849,2.3781512605,37.38,-122.09,4.147
6.1995,36,6.3097560976,1.0146341463,1055,2.5731707317,37.38,-122.09,4.072
3.4042,33,4.769363167,1.1342512909,1496,2.5748709122,37.38,-122.08,3.536
5.0086,36,5.1011904762,0.9285714286,448,2.6666666667,37.38,-122.08,3.667
5.0796,36,6.0251256281,0.9949748744,485,2.4371859296,37.38,-122.08,3.734
6.828,36,6.109375,1.015625,348,2.71875,37.38,-122.08,3.839
7.1108,29,6.3350515464,0.9896907216,707,3.6443298969,37.37,-122.08,4.65
6.8374,27,6.9725274725,1.021978022,464,2.5494505495,37.37,-122.09,5.00001
5.2971,34,6.3864306785,1.0471976401,776,2.2890855457,37.37,-122.09,4.421
3.3917,25,4.7701149425,1.3103448276,368,2.1149425287,37.38,-122.08,3.429
4.8021,22,4.9475065617,0.9540682415,1657,2.1745406824,37.37,-122.07,4.575
7.9813,30,7.2162162162,1,1097,2.6953316953,37.37,-122.07,4.735
7.5,21,7.8168674699,1.0265060241,1158,2.7903614458,37.36,-122.07,5.00001
6.8268,34,6.7976653696,0.9727626459,662,2.5758754864,37.36,-122.06,5.00001
10.0346,28,8.1340388007,1.0723104056,1686,2.9735449735,37.36,-122.07,5.00001
9.281,31,7.1312335958,0.9868766404,1001,2.6272965879,37.36,-122.08,5.00001
5.0222,37,6.2,0.952,805,3.22,37.36,-122.09,5.00001
7.5274,37,7.0685358255,1.0124610592,930,2.8971962617,37.36,-122.09,5.00001
8.2266,28,9.1638655462,1.1932773109,728,3.0588235294,37.36,-122.08,5.00001
8.758,30,7.3381294964,1.0575539568,787,2.8309352518,37.35,-122.06,5.00001
5.4659,33,5.5925925926,0.9166666667,495,2.2916666667,37.34,-122.07,5.00001
7.3561,35,6.6971428571,1.0514285714,512,2.9257142857,37.34,-122.07,5.00001
9.8144,35,7.0242718447,0.9951456311,619,3.0048543689,37.35,-122.07,5.00001
8.5888,35,8.056122449,1.0714285714,570,2.9081632653,37.35,-122.07,5.00001
7.7068,35,7.126984127,1.0952380952,548,2.8994708995,37.35,-122.08,5.00001
10.1007,30,7.843220339,1.0084745763,631,2.6737288136,37.34,-122.07,5.00001
10.5142,23,7.6834319527,0.9911242604,922,2.7278106509,37.34,-122.08,5.00001
12.367,28,8.0146341463,1.0536585366,594,2.8975609756,37.34,-122.08,5.00001
10.3591,33,7.6369426752,1.0095541401,832,2.6496815287,37.35,-122.08,5.00001
7.5655,37,6.9798994975,1.0251256281,1577,2.6415410385,37.38,-122.1,5.00001
8.3924,37,7.2155172414,1.0172413793,945,2.7155172414,37.37,-122.1,5.00001
8.1064,40,6.4463768116,1.0260869565,929,2.6927536232,37.37,-122.1,5.00001
10.3329,22,7.8983957219,1.0427807487,520,2.7807486631,37.37,-122.11,5.00001
7.8177,36,6.7504690432,0.9380863039,1296,2.4315196998,37.38,-122.11,5.00001
5.0804,22,5.5969230769,1.1061538462,1329,2.0446153846,37.38,-122.11,5.00001
7.2045,49,6.2456140351,1.1111111111,410,2.3976608187,37.37,-122.11,5.00001
8.9021,18,7.2837837838,1.0405405405,555,2.5,37.37,-122.12,5.00001
4.9519,31,5.896049896,1.0187110187,1138,2.3659043659,37.4,-122.11,5.00001
6.3967,36,6.6666666667,1.0481927711,655,2.6305220884,37.39,-122.11,5.00001
7.6229,35,7.2251461988,1.0204678363,881,2.5760233918,37.39,-122.1,5.00001
7.0245,31,6.5810055866,1.1312849162,921,2.5726256983,37.4,-122.12,5.00001
8.9172,34,7.1077844311,0.9920159681,1336,2.6666666667,37.39,-122.12,5.00001
8.4709,34,7.215,1.09,504,2.52,37.38,-122.12,5.00001
10.3894,32,7.3208333333,0.9854166667,1583,3.2979166667,37.4,-122.12,5.00001
5.1335,29,5.146883006,1.0204953032,2687,2.2946199829,37.4,-122.13,4.612
5.4063,36,5.3786516854,1.0112359551,2039,2.291011236,37.41,-122.13,4.409
6.4588,35,5.5866050808,0.9838337182,949,2.1916859122,37.41,-122.14,4.371
4.15,46,4.0392156863,0.862745098,134,2.6274509804,37.42,-122.14,2.65
3.5364,36,4.0020100503,1.0502512563,2251,2.2623115578,37.42,-122.13,3.141
5.3727,33,4.9776247849,1.0619621343,1250,2.1514629948,37.41,-122.12,3.609
7.3023,35,6.6617100372,0.9944237918,1405,2.6115241636,37.43,-122.11,4.513
7.313,35,7.061482821,1.0216998192,1562,2.8245931284,37.43,-122.11,4.637
6.4949,32,5.662962963,1.1018518519,1267,2.3462962963,37.42,-122.11,4.178
7.1382,35,6.3811764706,1.0070588235,1084,2.5505882353,37.41,-122.11,4.438
6.0884,33,5.8191489362,1.0070921986,659,2.3368794326,37.41,-122.11,4.329
5.2803,35,4.710982659,1.0269749518,1187,2.2870905588,37.42,-122.12,3.621
5.1524,36,4.9847036329,1.0535372849,1165,2.2275334608,37.42,-122.12,3.731
5.2114,40,5.3384853168,1.0015455951,1498,2.315301391,37.43,-122.13,4.384
4.7375,32,5.553030303,1.1085858586,1799,2.2714646465,37.43,-122.13,4.319
6.46,36,5.5958188153,0.9634146341,1455,2.5348432056,37.43,-122.12,4.255
5.485,33,5.0578231293,1.0595238095,1435,2.4404761905,37.44,-122.12,4.063
6.3111,42,5.1068376068,0.9871794872,1146,2.4487179487,37.44,-122.13,3.974
4.875,33,5.6305970149,1.1305970149,748,2.7910447761,37.44,-122.12,3.734
5.6413,35,5.3617021277,0.9281914894,1023,2.7207446809,37.44,-122.11,3.766
5.316,33,5.2108626198,1.0670926518,1411,2.2539936102,37.43,-122.12,3.981
6.7257,37,6.9126506024,1,933,2.8102409639,37.45,-122.13,5.00001
7.9029,37,6.2475728155,0.9563106796,510,2.4757281553,37.45,-122.13,5.00001
6.6354,41,6.3893280632,1.0671936759,1251,2.4723320158,37.45,-122.13,5.00001
9.1508,43,7.0351288056,1.0304449649,1088,2.5480093677,37.44,-122.13,5.00001
5.9277,38,6.3565022422,1.0022421525,1148,2.5739910314,37.44,-122.13,4.466
10.3942,39,8.0892857143,0.9732142857,353,3.1517857143,37.46,-122.15,5.00001
7.5418,52,5.675,1.095,441,2.205,37.45,-122.16,4.92
10.9508,52,6.9613899614,0.9922779923,683,2.6370656371,37.46,-122.15,5.00001
7.8647,52,7.112962963,0.9944444444,1391,2.5759259259,37.45,-122.14,5.00001
6.767,52,6.4542682927,1.0762195122,734,2.237804878,37.45,-122.15,5.00001
8.7051,48,7.4336917563,1.064516129,700,2.5089605735,37.45,-122.14,5.00001
6.1575,52,7.5733333333,1.2133333333,219,2.92,37.45,-122.15,5.00001
4.2297,47,3.8737419945,1.0576395242,1808,1.6541628545,37.45,-122.16,4.25
2.1406,19,2.8477419355,1.0451612903,1304,1.6825806452,37.45,-122.16,4.025
4.5987,37,3.5901840491,1.072392638,1363,1.672392638,37.45,-122.16,3.56
4.2972,34,4.1334586466,0.9943609023,1193,2.242481203,37.44,-122.16,4.059
7.2543,52,6.6763754045,1.0355987055,774,2.5048543689,37.44,-122.15,5.00001
4.9861,52,6.1674008811,0.9559471366,522,2.2995594714,37.44,-122.15,5.00001
6.1655,52,7.0727272727,1.0654545455,708,2.5745454545,37.44,-122.15,5.00001
6.6756,52,7.4038004751,1.1116389549,1114,2.6460807601,37.44,-122.14,5.00001
8.2664,52,6.6348122867,1.0511945392,696,2.3754266212,37.43,-122.14,5.00001
12.5902,52,7.0211640212,1.0052910053,467,2.4708994709,37.43,-122.14,5.00001
6.5829,52,5.5542168675,0.9116465863,551,2.2128514056,37.43,-122.14,5.00001
5.0203,47,5.5913978495,1.0537634409,1149,2.4709677419,37.43,-122.15,4.763
3.9243,44,4.2764423077,1.0084134615,1779,2.1382211538,37.42,-122.15,4.048
4.0686,18,3.4333333333,0.9383333333,1144,1.9066666667,37.43,-122.14,3.786
1.9045,20,3.2624686542,1.0080802452,7604,2.1186960156,37.43,-122.15,3.75
11.0492,34,7.6557659208,1.0499139415,2571,4.4251290878,37.42,-122.16,5.00001
10.476,15,7.0796703297,0.989010989,979,2.6895604396,37.41,-122.15,5.00001
4.0972,24,4.1305263158,1.2021052632,7174,7.5515789474,37.43,-122.17,3.875
7.0309,29,5.4367816092,1.183908046,359,4.1264367816,37.41,-122.15,4.75
10.7237,21,8.8376068376,1,323,2.7606837607,37.41,-122.18,5.00001
12.0372,27,8.2762836186,1.04400978,1248,3.0513447433,37.39,-122.13,5.00001
10.7355,37,7.6105263158,0.9526315789,549,2.8894736842,37.37,-122.12,5.00001
13.1867,34,8.75,1.0166666667,511,2.8388888889,37.36,-122.11,5.00001
11.806,30,8.8388429752,1.0743801653,742,3.0661157025,37.37,-122.13,5.00001
10.4277,26,8.5089285714,1.0208333333,951,2.8303571429,37.38,-122.14,5.00001
9.3586,32,7.1293532338,0.9900497512,498,2.4776119403,37.36,-122.1,5.00001
8.5294,35,8.1865079365,1.0555555556,676,2.6825396825,37.36,-122.1,5.00001
7.5794,37,6.877394636,1.091954023,791,3.030651341,37.35,-122.09,5.00001
10.0259,30,8.3444444444,1.0333333333,501,2.7833333333,37.35,-122.09,5.00001
12.1387,23,8.2618873446,1.007315289,3840,2.8090709583,37.36,-122.14,5.00001
12.9792,23,8.2198275862,1.0452586207,1344,2.8965517241,37.35,-122.15,5.00001
13.8093,7,6.5172413793,0.8965517241,84,2.8965517241,37.31,-122.11,5.00001
8.6196,11,5.8133333333,0.9333333333,212,2.8266666667,37.29,-122.12,5.00001
5.8691,21,6.2321428571,1.1428571429,149,2.6607142857,37.28,-122.12,3.6
11.3283,21,6.1,0.9,182,2.6,37.24,-122.08,5.00001
5.8596,37,6.7936507937,1.1499118166,1534,2.7054673721,37.18,-122.01,3.187
5.3468,42,6.364321608,1.0879396985,957,2.4045226131,37.16,-121.98,2.799
5.2366,43,6.116,1.244,570,2.28,37.16,-121.9,2.933
5.7415,37,6.4245810056,1.1340782123,511,2.8547486034,37.13,-121.93,3.985
3.506,24,4.5333333333,1.0215384615,2981,3.0574358974,37.24,-121.88,2.264
4.4004,24,5.7063732929,1.0349013657,3970,3.0121396055,37.24,-121.9,2.558
6.9508,18,6.906577693,0.9809342231,2893,2.757864633,37.22,-121.86,3.612
5.8904,24,6.6518404908,1.027607362,1936,2.9693251534,37.23,-121.86,2.714
7.7201,21,7.75375,0.9975,2494,3.1175,37.22,-121.85,3.627
8.4262,14,8.2882352941,1.025,2281,3.3544117647,37.21,-121.89,4.592
8.3837,6,8.0632688928,1.0553602812,3637,3.1959578207,37.18,-121.84,4.734
8.0595,17,8.1884057971,1.0579710145,1052,3.0492753623,37.22,-121.87,4.85
7.6933,26,7.5928853755,0.9881422925,725,2.8656126482,37.22,-121.87,4.059
9.1974,23,8.0759493671,0.9651898734,916,2.8987341772,37.21,-121.86,5.00001
9.08,18,8.9256198347,1.0082644628,382,3.1570247934,37.21,-121.87,5.00001
6.6659,7,6.5321212121,1.0945454545,2232,2.7054545455,37.23,-121.83,5.00001
4.5417,45,6.3950177936,1.0782918149,870,3.0960854093,37.19,-121.8,4.345
8.3792,15,8.1007407407,1.0014814815,2221,3.2903703704,37.21,-121.84,4.183
6.8333,6,7.009487666,1.0891840607,1554,2.9487666034,37.2,-121.83,3.48
7.7738,14,7.2373333333,0.9626666667,1259,3.3573333333,37.21,-121.83,3.875
8.1988,16,7.3388090349,0.9568788501,1503,3.0862422998,37.23,-121.89,3.559
8.19,20,8.2401700319,1.037194474,3094,3.2879914984,37.23,-121.89,3.616
8.3065,14,7.9799777531,1.0567296997,2782,3.0945494994,37.24,-121.88,3.942
6.9473,19,7.499490316,0.9816513761,3018,3.0764525994,37.23,-121.87,3.614
6.7064,16,7.7966903073,1.0661938534,1542,3.6453900709,37.27,-121.87,3.056
7.5845,25,7.1193415638,0.9300411523,721,2.9670781893,37.27,-121.87,2.793
5.6139,19,6.8088235294,0.9852941176,866,3.1838235294,37.27,-121.86,2.795
5.0292,18,6.4394213382,1.0126582278,1753,3.1699819168,37.27,-121.87,2.694
5.6876,17,6.348265896,1.024566474,2292,3.3121387283,37.27,-121.86,2.465
5.6958,15,6.057840617,0.9884318766,2519,3.2377892031,37.23,-121.77,2.538
4.5221,16,6.125,1.1590909091,667,2.5265151515,37.22,-121.77,1.911
6.7287,16,7.1927927928,0.972972973,2097,3.7783783784,37.22,-121.77,2.993
5.4218,16,6.0710227273,1.015625,2240,3.1818181818,37.23,-121.76,2.339
5.6488,25,6.2253668763,1.036687631,3275,3.4329140461,37.25,-121.84,2.346
6.0889,22,6.4941037736,0.991745283,2785,3.2841981132,37.23,-121.83,2.452
6.7836,18,6.6679104478,0.9402985075,1803,3.3638059701,37.24,-121.84,2.741
5.4741,24,6.5877988458,1.0601813685,4017,3.3116240725,37.24,-121.84,2.388
5.1228,17,5.189822294,1.0242326333,3934,3.1777059774,37.24,-121.85,2.376
4.2885,16,5.7173377157,1.068200493,2965,2.4363188168,37.25,-121.86,2.624
5.2166,17,5.0780730897,1.0066445183,2030,3.3720930233,37.28,-121.83,2.309
5.9214,20,6.9168443497,1.1087420043,1769,3.7718550107,37.27,-121.81,2.24
5.0772,17,5.2439678284,0.9879356568,2693,3.609919571,37.27,-121.8,2.215
6.3566,16,5.5616438356,0.8794520548,1343,3.6794520548,37.27,-121.82,2.791
4.3438,22,4.9357495881,1.1449752883,2169,3.5733113674,37.27,-121.81,2.097
4.8862,26,4.4253968254,0.7555555556,990,3.1428571429,37.26,-121.8,1.95
2.875,18,4.7965653897,1.250990753,2357,3.1136063408,37.26,-121.8,1.844
7.3339,17,7.2750929368,0.970260223,863,3.2081784387,37.27,-121.85,2.942
4.2083,9,5.0263522885,1.1262135922,1856,2.5742024965,37.27,-121.84,1.984
5.0186,17,5.523715415,0.95256917,1904,3.7628458498,37.27,-121.84,2.508
4.5615,8,4.3369036027,1.0301850049,2595,2.5267770204,37.27,-121.83,2.826
5.5,16,6.6914600551,1.0661157025,1293,3.5619834711,37.27,-121.84,2.532
6.6712,14,7.454308094,0.9921671018,1420,3.7075718016,37.27,-121.83,3.115
5.1356,10,5.1443123939,0.974533107,1623,2.7555178268,37.26,-121.82,2.187
5.5875,11,5.8533007335,0.9853300733,1393,3.4058679707,37.26,-121.83,2.593
4.0547,14,5.45,1.1016129032,1465,2.3629032258,37.26,-121.81,2.362
5.9359,16,5.7560240964,0.984939759,1158,3.4879518072,37.26,-121.81,2.495
2.0288,20,4.5672043011,1.0362903226,1231,1.6545698925,37.25,-121.81,3.5
4.1926,12,3.8909774436,1.1033834586,1216,2.2857142857,37.25,-121.81,2.445
4.5033,7,5.2917888563,1.1011730205,1739,2.5498533724,37.26,-121.83,2.131
3.9461,16,4.5221843003,1.023890785,1969,3.3600682594,37.25,-121.82,1.943
3.1932,17,3.7431781701,1.0224719101,1636,2.6260032103,37.25,-121.83,1.234
5.6652,17,6.0751445087,0.9942196532,446,2.5780346821,37.26,-121.87,2.345
5.5121,16,6.0516129032,1.0430107527,1305,2.8064516129,37.26,-121.86,2.241
5.6223,24,6.9882697947,1.0058651026,1146,3.3607038123,37.26,-121.87,2.657
6.4339,16,6.6734006734,0.9427609428,1030,3.468013468,37.26,-121.85,2.892
7.4323,16,7.8372881356,1.0271186441,1158,3.9254237288,37.26,-121.85,3.118
6.8194,16,7.7606837607,1.0299145299,793,3.3888888889,37.26,-121.85,2.912
5.0509,5,5.3333333333,1.0029498525,825,2.4336283186,37.26,-121.84,1.848
5.5849,15,5.8856624319,1,1752,3.1796733212,37.26,-121.83,2.574
4.8355,17,5.3461538462,1.0701357466,1369,3.0972850679,37.25,-121.84,1.416
3.7844,4,3.9587955626,1.2282091918,1213,1.9223454834,37.25,-121.87,1.839
5.4939,20,6.215815486,1.0280065898,1965,3.23723229,37.25,-121.85,2.412
5.9164,23,6.6051948052,1.0077922078,1297,3.3688311688,37.24,-121.83,2.374
4.5,21,5.7218309859,1.073943662,1978,3.4823943662,37.24,-121.81,2.344
6.0538,20,6.2325976231,0.9626485569,1944,3.3005093379,37.24,-121.82,2.41
5.8305,24,6.1811460259,0.9815157116,1768,3.2680221811,37.25,-121.82,2.456
5.1663,25,6.1861538462,0.9753846154,2178,3.3507692308,37.25,-121.82,2.412
4.4565,5,4.4886363636,1.1818181818,861,1.9568181818,37.25,-121.81,1.59
6.2957,25,6.6278317152,1.0080906149,2128,3.4433656958,37.25,-121.81,2.518
7.5218,23,7.7362068966,1.0068965517,2024,3.4896551724,37.23,-121.82,2.915
4.9688,25,6.1331592689,1.0287206266,1266,3.3054830287,37.23,-121.82,2.331
5.3157,16,6.5905511811,1.1062992126,850,3.3464566929,37.23,-121.81,2.533
6.3178,19,6.4268292683,1.0414634146,1497,3.6512195122,37.23,-121.81,2.48
6.4328,24,6.3333333333,0.968503937,1237,3.2467191601,37.23,-121.81,2.572
6.4664,17,6.8609467456,0.9585798817,1076,3.1834319527,37.23,-121.81,2.783
6.0062,17,6.2625368732,1.005899705,1067,3.1474926254,37.24,-121.78,2.627
5.0958,18,5.2910447761,0.9626865672,1547,3.8482587065,37.22,-121.78,2.171
5.898,18,6.1298245614,1.1122807018,1055,3.701754386,37.23,-121.78,2.291
6.0198,16,7.3442622951,0.9836065574,1221,4.0032786885,37.23,-121.79,2.896
5.4193,17,5.7893401015,0.9111675127,1226,3.1116751269,37.23,-121.79,2.595
5.9225,18,6.2702169625,1.0374753452,1663,3.2800788955,37.23,-121.8,2.658
6.7385,18,6.8461538462,0.949602122,1284,3.4058355438,37.23,-121.8,2.724
6.223,10,5.7408695652,1.0313043478,2190,3.8086956522,37.27,-121.8,2.607
5.9053,16,6.5774647887,1.0035211268,995,3.5035211268,37.26,-121.8,2.605
4.6458,17,4.9019607843,1.0196078431,141,2.7647058824,37.26,-121.76,5.00001
4.747,12,5.6365638767,1.0341409692,5674,3.1244493392,37.24,-121.77,2.611
4.65,15,3.4258064516,0.9935483871,469,3.0258064516,37.2,-121.7,3.857
4.2039,11,6.7539267016,1.0314136126,881,4.612565445,37.19,-121.74,5.00001
4.7386,21,5.7405405405,0.9675675676,631,3.4108108108,37.16,-121.72,3.941
6.8773,18,6.5705394191,0.9917012448,1414,2.9336099585,37.11,-121.75,4.677
6.7644,19,6.8254545455,1.0690909091,1692,3.0763636364,37,-121.68,4.126
7.8601,16,7.9221902017,1.0504322767,2051,2.9553314121,37.15,-121.61,4.163
7.5,14,7.4028103044,1.06245121,4108,3.2068696331,37.13,-121.6,3.445
6.1684,13,6.2565445026,1.0445026178,2795,3.6583769634,37.15,-121.64,2.881
4.175,14,5.6046986721,1.0459652707,2823,2.8835546476,37.14,-121.64,2.298
2.4821,17,4.7164948454,1.0257731959,1110,2.8608247423,37.12,-121.63,2.482
5.2951,12,7.55,1.0925925926,1618,2.9962962963,37.14,-121.69,3.862
3.8788,20,5.1400688863,1.0608495982,2656,3.0493685419,37.13,-121.66,2.269
3.6895,14,5.3164414414,1.125,2648,2.981981982,37.12,-121.65,2.393
5.1514,19,6.2049180328,1.0016393443,2198,3.6032786885,37.11,-121.66,4.367
5.9356,14,6.6881959911,1.0178173719,2915,3.2461024499,37.11,-121.65,3.217
4.9028,14,6.3721518987,1.0088607595,2124,2.6886075949,37.1,-121.63,3.35
5.6205,19,7.232300885,1.0685840708,1383,3.0597345133,37.13,-121.67,3.008
6.4313,17,6.5481986368,1.023369036,3439,3.3485881207,37.08,-121.56,3.931
5.5936,21,5.9463687151,1.0145251397,3011,3.3642458101,37.06,-121.61,3.868
3.625,24,5.1746575342,1.0890410959,1052,3.602739726,37.09,-121.6,3.5
3.9306,37,5.5505226481,1.0557491289,1030,3.5888501742,37.09,-121.62,2.607
4.3693,44,5.6197183099,0.9947183099,1439,2.5334507042,37.01,-121.58,2.34
4.5714,18,6.3629173989,1.0764499121,4168,3.6625659051,37,-121.57,2.603
4.9702,14,6.5469336671,1.0225281602,2634,3.296620776,36.98,-121.57,2.798
5.1519,15,5.0670194004,0.9647266314,1582,2.7901234568,37.01,-121.58,2.647
5.7396,16,6.6538461538,0.9461538462,403,3.1,36.97,-121.59,3.087
4.3227,16,5.7117039587,1.0077452668,3575,3.0765920826,37.01,-121.59,2.515
5.6754,5,6.6827021494,1.033776868,3071,3.1432958035,37.03,-121.61,2.985
3.5551,16,4.5814977974,1.0058737151,2383,3.4992657856,37.03,-121.58,1.986
3.2019,27,4.9314775161,1.0085653105,1447,3.0985010707,37.02,-121.58,2.036
4.4233,14,5.1919934641,1.0449346405,3704,3.0261437908,37.02,-121.59,2.286
2.9417,17,4.7516447368,1.0263157895,2681,4.4095394737,37.02,-121.57,1.78
2.0625,44,4.056022409,1.1008403361,1066,2.9859943978,37.01,-121.57,1.703
2.5387,20,4.1852631579,1.0031578947,3866,4.0694736842,37,-121.56,1.601
3.2614,27,5.9471032746,1.1309823678,1782,4.4886649874,36.99,-121.54,3.05
4.0238,19,6.498630137,1.0794520548,1142,3.1287671233,37.02,-121.51,3.746
5.2327,34,4.7311827957,0.9677419355,217,2.3333333333,37.35,-121.74,5.00001
3.6964,39,7.1603773585,1.3301886792,252,2.3773584906,37.37,-121.55,2.625
15.0001,52,8.4615384615,1.2307692308,55,2.1153846154,37.19,-121.59,1.313
3.8062,25,4.5576923077,0.8846153846,300,2.8846153846,37.06,-121.37,3.409
6.0622,10,10.0952380952,1.8095238095,78,3.7142857143,37.18,-122.03,3.9
15.0001,26,12.5,1.25,17,4.25,37.13,-121.96,4
9.5908,37,4.3529411765,1.1176470588,63,3.7058823529,37.14,-121.98,3.5
2.625,16,6.4,0.8,36,7.2,37,-122,1.375
6.4469,29,5.5365853659,1.0975609756,112,2.7317073171,36.99,-122.01,2.714
4.9808,28,5.5271966527,1.0041841004,652,2.7280334728,36.99,-122.01,2.631
5.8123,29,6.4045174538,1.0410677618,1476,3.0308008214,36.99,-121.99,2.815
4.3409,40,5.1348837209,1.0418604651,669,3.111627907,36.98,-121.99,2.563
3.5562,43,5.0338461538,0.9969230769,792,2.4369230769,36.98,-122,2.392
3.6902,41,5.2213114754,1.0409836066,1290,2.643442623,36.99,-122.01,2.33
4.0417,47,5.3418803419,1.0641025641,607,2.594017094,36.98,-122.01,2.653
2.7875,30,4.7074235808,1.0633187773,1023,2.2336244541,36.99,-122.02,2.45
2.1734,21,3.9052631579,1.0368421053,984,2.5894736842,36.98,-122.02,1.875
3.2368,44,5.2648401826,1.0867579909,657,3,36.98,-122.02,2.125
5.6188,35,6.4328358209,1.0597014925,866,2.5850746269,36.98,-122.04,4.047
6.7974,33,5.992481203,0.9398496241,385,2.8947368421,36.98,-122.04,3.676
5.3972,30,6.4166666667,1.0095238095,1098,2.6142857143,36.97,-122.04,3.623
2.4732,14,4.4454022989,1.0747126437,4731,13.5948275862,37,-122.06,1.313
3.6797,20,5.3480176211,1.0418502203,1145,2.5220264317,36.97,-122.05,2.638
4.2542,16,6.0485611511,1.0989208633,1603,2.8830935252,36.97,-122.05,2.941
4.2254,15,5.5040650407,1.087804878,1571,2.5544715447,36.98,-122.06,3.209
2.9286,51,5.3532338308,1.0248756219,495,2.4626865672,36.98,-122.04,2.583
5.1806,45,5.0465116279,0.9496124031,621,2.4069767442,36.97,-122.04,2.664
3.8259,52,6.3156146179,1.1129568106,955,3.1727574751,36.97,-122.04,2.531
5.2128,49,5.7810218978,0.9927007299,331,2.4160583942,36.97,-122.04,2.386
3.2437,44,4.9961389961,1.0386100386,645,2.4903474903,36.96,-122.04,2.239
2.1553,37,4.2552870091,1.081570997,1341,2.0256797583,36.98,-122.03,2.554
2.5954,47,5.2813186813,1.1362637363,1144,2.5142857143,36.98,-122.01,2.294
2.7125,35,4.4430379747,1.1097046414,552,2.3291139241,36.98,-122.02,2.175
1.9063,21,4.4632352941,1.1397058824,226,1.6617647059,36.98,-122.02,1.667
1.9286,29,3.8968133536,1.1335356601,1743,2.6449165402,36.97,-122.02,1.953
2.5417,43,4.6594827586,1.0969827586,1208,2.6034482759,36.97,-122.01,2.609
2.9444,52,3.4848484848,0.7651515152,525,1.9886363636,36.97,-122.01,2.328
2.5368,35,4.2015706806,1.0261780105,743,1.945026178,36.97,-122.01,2.4
4.3,20,6.2706766917,1.1378446115,981,2.4586466165,36.98,-122,2.75
2.589,27,3.7852348993,0.9798657718,1511,2.0281879195,36.98,-122.01,2.424
3.1205,30,4.1325301205,0.9718875502,753,3.0240963855,36.97,-122,2.405
3.1932,51,5.3509933775,1.238410596,608,2.0132450331,36.93,-122,4
2.0547,52,5.135021097,1.3713080169,508,2.1434599156,36.95,-122.01,3.267
2.1964,51,4.0526315789,1.0175438596,488,2.1403508772,36.97,-122.03,2.344
3.2404,36,4.9558823529,1.0147058824,223,3.2794117647,36.97,-122.03,2.25
1.6923,52,5.5205479452,0.9863013699,200,2.7397260274,36.97,-122.03,2.625
4.4659,40,5.8480392157,1.112745098,570,2.7941176471,36.97,-122.04,2.375
2.5067,18,4.0807926829,1.1966463415,1391,2.1204268293,36.96,-122.03,2.326
1.1552,44,4.273381295,1.2158273381,325,2.3381294964,36.97,-122.02,2.5
1.6642,39,3.504950495,1.0907590759,1365,2.2524752475,36.97,-122.02,2.813
2.0172,52,2.5409836066,1,1054,3.4557377049,36.96,-122.02,1.125
3.5938,40,4.2014388489,0.9064748201,316,2.273381295,36.96,-122.03,2.435
2.425,28,4.174025974,1.0935064935,926,2.4051948052,36.96,-122.03,2.161
4.1964,32,4.9078498294,1.0443686007,802,2.7372013652,36.96,-122.04,2.02
